"";"value";"lower";"count"
"5441";"rue Rosenwald";"rue rosenwald";0
"5442";"rue des Roses";"rue des roses";0
"5443";"villa des Roses";"villa des roses";0
"5444";"rue de la Rosière";"rue de la rosière";0
"5445";"rue des Rosiers";"rue des rosiers";0
"5446";"square Rosny Aîné";"square rosny aîné";0
"5447";"rue Rossini";"rue rossini";0
"5448";"impasse Rothschild";"impasse rothschild";0
"5449";"place de la Rotonde";"place de la rotonde";0
"5450";"rue Rotrou";"rue rotrou";0
"5451";"rue Rottembourg";"rue rottembourg";0
"5452";"place de Roubaix";"place de roubaix";0
"5453";"rue Roubo";"rue roubo";0
"5454";"rue Rouelle";"rue rouelle";0
"5455";"rue de Rouen";"rue de rouen";0
"5456";"impasse du Rouet";"impasse du rouet";0
"5457";"cité Rougemont";"cité rougemont";0
"5458";"rue Rougemont";"rue rougemont";0
"5459";"rue Rouget de L'Isle";"rue rouget de l'isle";0
"5460";"rue du Roule";"rue du roule";0
"5461";"square du Roule";"square du roule";0
"5462";"rue Rousselet";"rue rousselet";0
"5463";"rue Rouvet";"rue rouvet";0
"5464";"sentier du Rouvray";"sentier du rouvray";0
"5465";"avenue de Rouvray";"avenue de rouvray";0
"5466";"passage Roux";"passage roux";0
"5467";"allée Royale";"allée royale";0
"5468";"route Royale de Beauté";"route royale de beauté";0
"5469";"impasse Royer Collard";"impasse royer collard";0
"5470";"rue Royer Collard";"rue royer collard";0
"5471";"rue Rubens";"rue rubens";0
"5472";"rue Rude";"rue rude";0
"5473";"rue Rudolf Noureev";"rue rudolf noureev";0
"5474";"passage Ruelle";"passage ruelle";0
"5475";"impasse Ruffin";"impasse ruffin";0
"5476";"rue Ruhmkorff";"rue ruhmkorff";0
"5477";"rue du Ruisseau";"rue du ruisseau";0
"5478";"route du Ruisseau";"route du ruisseau";0
"5479";"passage du Ruisseau de Ménilmontant";"passage du ruisseau de ménilmontant";0
"5480";"rue de Rungis";"rue de rungis";0
"5481";"place de Rungis";"place de rungis";0
"5482";"place Rutebeuf";"place rutebeuf";0
"5483";"avenue Ruysdaël";"avenue ruysdaël";0
"5484";"voie S/15";"voie s/15";0
"5485";"voie S/16";"voie s/16";0
"5486";"voie S/17";"voie s/17";0
"5487";"voie S/19";"voie s/19";0
"5488";"rue de la Sablière";"rue de la sablière";0
"5489";"route Sablonneuse";"route sablonneuse";0
"5490";"rue des Sablons";"rue des sablons";0
"5491";"porte des Sablons";"porte des sablons";0
"5492";"rue de Sablonville";"rue de sablonville";0
"5493";"rue du Sabot";"rue du sabot";0
"5494";"route des Sabotiers";"route des sabotiers";0
"5495";"parvis du Sacré Coeur";"parvis du sacré coeur";0
"5496";"cité du Sacré Coeur";"cité du sacré coeur";0
"5497";"villa Sadi Carnot";"villa sadi carnot";0
"5498";"rue Sadi Lecointe";"rue sadi lecointe";0
"5499";"rue du Sahel";"rue du sahel";0
"5500";"villa du Sahel";"villa du sahel";0
"5501";"villa Saïd";"villa saïd";0
"5502";"rue de la Saïda";"rue de la saïda";0
"5503";"rue de Saïgon";"rue de saïgon";0
"5504";"rue Saillard";"rue saillard";0
"5505";"impasse Saint Alphonse";"impasse saint alphonse";0
"5506";"rue Saint Amand";"rue saint amand";0
"5507";"rue Saint Ambroise";"rue saint ambroise";0
"5508";"passage Saint Ambroise";"passage saint ambroise";0
"5509";"rue Saint André des Arts";"rue saint andré des arts";0
"5510";"place Saint André des Arts";"place saint andré des arts";0
"5511";"passage Saint Ange";"passage saint ange";0
"5512";"villa Saint Ange";"villa saint ange";0
"5513";"passage Saint Antoine";"passage saint antoine";0
"5514";"rue Saint Augustin";"rue saint augustin";0
"5515";"rue Saint Benoît";"rue saint benoît";0
"5516";"passage Saint Bernard";"passage saint bernard";0
"5517";"rue Saint Bernard";"rue saint bernard";0
"5518";"rue Saint Blaise";"rue saint blaise";0
"5519";"place Saint Blaise";"place saint blaise";0
"5520";"rue Saint Bon";"rue saint bon";0
"5521";"rue Saint Bruno";"rue saint bruno";0
"5522";"place Saint Charles";"place saint charles";0
"5523";"square Saint Charles";"square saint charles";0
"5524";"rond point Saint-Charles";"rond point saint-charles";0
"5525";"rue Saint Charles";"rue saint charles";0
"5526";"villa Saint Charles";"villa saint charles";0
"5527";"cité Saint Chaumont";"cité saint chaumont";0
"5528";"rue Saint Christophe";"rue saint christophe";0
"5529";"impasse Saint Claude";"impasse saint claude";0
"5530";"rue Saint Claude";"rue saint claude";0
"5531";"avenue de Saint Cloud";"avenue de saint cloud";0
"5532";"galerie Saint Denis";"galerie saint denis";0
"5533";"impasse Saint Denis";"impasse saint denis";0
"5534";"allée Saint Denis";"allée saint denis";0
"5535";"rue Saint Didier";"rue saint didier";0
"5536";"rue Saint Dominique";"rue saint dominique";0
"5537";"rue Saint Éleuthère";"rue saint éleuthère";0
"5538";"cour Saint Éloi";"cour saint éloi";0
"5539";"cour Saint Émilion";"cour saint émilion";0
"5540";"passage Saint Émilion";"passage saint émilion";0
"5541";"cour du Saint Esprit";"cour du saint esprit";0
"5542";"place Saint Estèphe";"place saint estèphe";0
"5543";"rue Saint Étienne Du Mont";"rue saint étienne du mont";0
"5544";"impasse Saint Eustache";"impasse saint eustache";0
"5545";"porte Saint Eustache";"porte saint eustache";0
"5546";"balcon Saint Eustache";"balcon saint eustache";0
"5547";"quai Saint Exupéry";"quai saint exupéry";0
"5548";"rue Saint Fargeau";"rue saint fargeau";0
"5549";"place Saint Fargeau";"place saint fargeau";0
"5550";"villa Saint Fargeau";"villa saint fargeau";0
"5551";"place Saint Ferdinand";"place saint ferdinand";0
"5552";"rue Saint Ferdinand";"rue saint ferdinand";0
"5553";"rue Saint Fiacre";"rue saint fiacre";0
"5554";"impasse Saint Fiacre";"impasse saint fiacre";0
"5555";"rue Saint Florentin";"rue saint florentin";0
"5556";"impasse Saint François";"impasse saint françois";0
"5557";"rue Saint Georges";"rue saint georges";0
"5558";"place Saint Georges";"place saint georges";0
"5559";"place Saint Germain des Prés";"place saint germain des prés";0
"5560";"rue Saint Germain l'Auxerrois";"rue saint germain l'auxerrois";0
"5561";"place Saint Gervais";"place saint gervais";0
"5562";"rue Saint Gilles";"rue saint gilles";0
"5563";"rue Saint Guillaume";"rue saint guillaume";0
"5564";"rue Saint Hippolyte";"rue saint hippolyte";0
"5565";"avenue Saint Honoré d'Eylau";"avenue saint honoré d'eylau";0
"5566";"route Saint Hubert";"route saint hubert";0
"5567";"rue Saint Hubert";"rue saint hubert";0
"5568";"rue Saint Hyacinthe";"rue saint hyacinthe";0
"5569";"square Saint Irénée";"square saint irénée";0
"5570";"boulevard Saint Jacques";"boulevard saint jacques";0
"5571";"villa Saint Jacques";"villa saint jacques";0
"5572";"place Saint Jacques";"place saint jacques";0
"5573";"porte Saint James";"porte saint james";0
"5574";"place Saint Jean";"place saint jean";0
"5575";"rue Saint Jean";"rue saint jean";0
"5576";"rue Saint Jean-Baptiste De La Salle";"rue saint jean-baptiste de la salle";0
"5577";"rue Saint Jérôme";"rue saint jérôme";0
"5578";"allée Saint John Perse";"allée saint john perse";0
"5579";"cour Saint Joseph";"cour saint joseph";0
"5580";"rue Saint Joseph";"rue saint joseph";0
"5581";"passage Saint Jules";"passage saint jules";0
"5582";"rue Saint Julien Le Pauvre";"rue saint julien le pauvre";0
"5583";"rue Saint Just";"rue saint just";0
"5584";"rue Saint Lambert";"rue saint lambert";0
"5585";"rue Saint Laurent";"rue saint laurent";0
"5586";"route Saint Louis";"route saint louis";0
"5587";"pont Saint Louis";"pont saint louis";0
"5588";"cour Saint Louis";"cour saint louis";0
"5589";"esplanade Saint Louis";"esplanade saint louis";0
"5590";"rue Saint Louis en l'Île";"rue saint louis en l'île";0
"5591";"rue Saint Luc";"rue saint luc";0
"5592";"villa de Saint Mandé";"villa de saint mandé";0
"5593";"avenue de Saint Mandé";"avenue de saint mandé";0
"5594";"porte de Saint Mandé";"porte de saint mandé";0
"5595";"galerie Saint Marc";"galerie saint marc";0
"5596";"rue Saint Marc";"rue saint marc";0
"5597";"rue de Saint Marceaux";"rue de saint marceaux";0
"5598";"cité Saint Martin";"cité saint martin";0
"5599";"rue Saint Mathieu";"rue saint mathieu";0
"5600";"passage Saint Maur";"passage saint maur";0
"5601";"avenue de Saint Maurice";"avenue de saint maurice";0
"5602";"rue Saint Médard";"rue saint médard";0
"5603";"rue Saint Merri";"rue saint merri";0
"5604";"pont Saint Michel";"pont saint michel";0
"5605";"passage Saint Michel";"passage saint michel";0
"5606";"place Saint Michel";"place saint michel";0
"5607";"villa Saint Michel";"villa saint michel";0
"5608";"rue Saint Nicolas";"rue saint nicolas";0
"5609";"cour Saint Nicolas";"cour saint nicolas";0
"5610";"impasse Saint Ouen";"impasse saint ouen";0
"5611";"impasse Saint Paul";"impasse saint paul";0
"5612";"passage Saint Paul";"passage saint paul";0
"5613";"rue Saint Paul";"rue saint paul";0
"5614";"rue Saint Philippe";"rue saint philippe";0
"5615";"rue Saint Philippe Du Roule";"rue saint philippe du roule";0
"5616";"passage Saint Philippe Du Roule";"passage saint philippe du roule";0
"5617";"place Saint Pierre";"place saint pierre";0
"5618";"impasse Saint Pierre";"impasse saint pierre";0
"5619";"cour Saint Pierre";"cour saint pierre";0
"5620";"passage Saint Pierre Amelot";"passage saint pierre amelot";0
"5621";"rue Saint Placide";"rue saint placide";0
"5622";"rue de Saint Quentin";"rue de saint quentin";0
"5623";"rue Saint Roch";"rue saint roch";0
"5624";"passage Saint Roch";"passage saint roch";0
"5625";"rue Saint Romain";"rue saint romain";0
"5626";"square Saint Romain";"square saint romain";0
"5627";"rue Saint Rustique";"rue saint rustique";0
"5628";"passage Saint Sabin";"passage saint sabin";0
"5629";"rue Saint Sabin";"rue saint sabin";0
"5630";"rue Saint Saëns";"rue saint saëns";0
"5631";"rue Saint Sauveur";"rue saint sauveur";0
"5632";"impasse Saint Sébastien";"impasse saint sébastien";0
"5633";"rue Saint Sébastien";"rue saint sébastien";0
"5634";"passage Saint Sébastien";"passage saint sébastien";0
"5635";"rue de Saint Senoch";"rue de saint senoch";0
"5636";"rue Saint Séverin";"rue saint séverin";0
"5637";"rue de Saint Simon";"rue de saint simon";0
"5638";"passage des Saint Simoniens";"passage des saint simoniens";0
"5639";"rue Saint Spire";"rue saint spire";0
"5640";"place Saint Sulpice";"place saint sulpice";0
"5641";"rue Saint Sulpice";"rue saint sulpice";0
"5642";"place Saint Thomas d'Aquin";"place saint thomas d'aquin";0
"5643";"rue Saint Thomas D'Aquin";"rue saint thomas d'aquin";0
"5644";"rue Saint Victor";"rue saint victor";0
"5645";"rue Saint Vincent";"rue saint vincent";0
"5646";"impasse Saint Vincent";"impasse saint vincent";0
"5647";"rue Saint Vincent de Paul";"rue saint vincent de paul";0
"5648";"passage Saint Vivant";"passage saint vivant";0
"5649";"rue Saint Yves";"rue saint yves";0
"5650";"rue Sainte Anastase";"rue sainte anastase";0
"5651";"rue Sainte Anne";"rue sainte anne";0
"5652";"passage Sainte Anne";"passage sainte anne";0
"5653";"passage Sainte Anne Popincourt";"passage sainte anne popincourt";0
"5654";"rue Sainte Apolline";"rue sainte apolline";0
"5655";"passage Sainte Avoie";"passage sainte avoie";0
"5656";"rue Sainte Beuve";"rue sainte beuve";0
"5657";"rue Sainte Cécile";"rue sainte cécile";0
"5658";"rue Sainte Claire Deville";"rue sainte claire deville";0
"5659";"villa Sainte Croix";"villa sainte croix";0
"5660";"rue Sainte Croix de la Bretonnerie";"rue sainte croix de la bretonnerie";0
"5661";"square Sainte Croix de la Bretonnerie";"square sainte croix de la bretonnerie";0
"5662";"passage Sainte Élisabeth";"passage sainte élisabeth";0
"5663";"rue Sainte Élisabeth";"rue sainte élisabeth";0
"5664";"avenue Sainte Eugénie";"avenue sainte eugénie";0
"5665";"rue Sainte Félicité";"rue sainte félicité";0
"5666";"galerie Sainte Foy";"galerie sainte foy";0
"5667";"rue Sainte Foy";"rue sainte foy";0
"5668";"passage Sainte Foy";"passage sainte foy";0
"5669";"place Sainte Geneviève";"place sainte geneviève";0
"5670";"rue de Sainte Hélène";"rue de sainte hélène";0
"5671";"impasse Sainte Henriette";"impasse sainte henriette";0
"5672";"rue Sainte Isaure";"rue sainte isaure";0
"5673";"rue Sainte Léonie";"rue sainte léonie";0
"5674";"rue Sainte Lucie";"rue sainte lucie";0
"5675";"avenue Sainte Marie";"avenue sainte marie";0
"5676";"villa Sainte Marie";"villa sainte marie";0
"5677";"rue Sainte Marthe";"rue sainte marthe";0
"5678";"place Sainte Marthe";"place sainte marthe";0
"5679";"impasse Sainte Marthe";"impasse sainte marthe";0
"5680";"impasse Sainte Monique";"impasse sainte monique";0
"5681";"place Sainte Opportune";"place sainte opportune";0
"5682";"rue Sainte Opportune";"rue sainte opportune";0
"5683";"rue de Saintonge";"rue de saintonge";0
"5684";"port des Saints Pères";"port des saints pères";0
"5685";"square de la Salamandre";"square de la salamandre";0
"5686";"passage Salarnier";"passage salarnier";0
"5687";"impasse Salembrière";"impasse salembrière";0
"5688";"rue Salneuve";"rue salneuve";0
"5689";"rue Salomon de Caus";"rue salomon de caus";0
"5690";"avenue de Salonique";"avenue de salonique";0
"5691";"place Salvador Allende";"place salvador allende";0
"5692";"rue de Sambre Et-Meuse";"rue de sambre et-meuse";0
"5693";"rue Samson";"rue samson";0
"5694";"allée Samuel Beckett";"allée samuel beckett";0
"5695";"square du Sancerrois";"square du sancerrois";0
"5696";"impasse Sandrié";"impasse sandrié";0
"5697";"impasse de la Santé";"impasse de la santé";0
"5698";"rue de la Santé";"rue de la santé";0
"5699";"rue Santerre";"rue santerre";0
"5700";"rue Santeuil";"rue santeuil";0
"5701";"villa Santos Dumont";"villa santos dumont";0
"5702";"rue Santos Dumont";"rue santos dumont";0
"5703";"rue de la Saône";"rue de la saône";0
"5704";"rue Sarasate";"rue sarasate";0
"5705";"rue Sarrette";"rue sarrette";0
"5706";"impasse Satan";"impasse satan";0
"5707";"rue Sauffroy";"rue sauffroy";0
"5708";"villa de la Saulaie";"villa de la saulaie";0
"5709";"rue des Saules";"rue des saules";0
"5710";"rue des Saussaies";"rue des saussaies";0
"5711";"place des Saussaies";"place des saussaies";0
"5712";"rue Saussier Leroy";"rue saussier leroy";0
"5713";"rue Sauval";"rue sauval";0
"5714";"passage Savart";"passage savart";0
"5715";"rue de Savies";"rue de savies";0
"5716";"rue de Savoie";"rue de savoie";0
"5717";"rue Savorgnan de Brazza";"rue savorgnan de brazza";0
"5718";"avenue de Saxe";"avenue de saxe";0
"5719";"villa de Saxe";"villa de saxe";0
"5720";"rue Scarron";"rue scarron";0
"5721";"rue Scheffer";"rue scheffer";0
"5722";"villa Scheffer";"villa scheffer";0
"5723";"rue de Schomberg";"rue de schomberg";0
"5724";"rue Schubert";"rue schubert";0
"5725";"rue Schutzenberger";"rue schutzenberger";0
"5726";"rue Scipion";"rue scipion";0
"5727";"rue Scribe";"rue scribe";0
"5728";"rue Sébastien Bottin";"rue sébastien bottin";0
"5729";"rue Sébastien Mercier";"rue sébastien mercier";0
"5730";"avenue Secrétan";"avenue secrétan";0
"5731";"passage Sécurité";"passage sécurité";0
"5732";"cour Sedaine";"cour sedaine";0
"5733";"square Sédillot";"square sédillot";0
"5734";"rue Sédillot";"rue sédillot";0
"5735";"rue Séguier";"rue séguier";0
"5736";"villa de Ségur";"villa de ségur";0
"5737";"avenue de Ségur";"avenue de ségur";0
"5738";"porte de la Seine";"porte de la seine";0
"5739";"chemin de la Seine à Bagatelle";"chemin de la seine à bagatelle";0
"5740";"route de la Seine à la Butte Mortemart";"route de la seine à la butte mortemart";0
"5741";"avenue de Selves";"avenue de selves";0
"5742";"rue du Sénégal";"rue du sénégal";0
"5743";"rue de Senlis";"rue de senlis";0
"5744";"rue du Sentier";"rue du sentier";0
"5745";"place de Séoul";"place de séoul";0
"5746";"rue des Sept Arpents";"rue des sept arpents";0
"5747";"cours du Septième Art";"cours du septième art";0
"5748";"rue Serge Prokofiev";"rue serge prokofiev";0
"5749";"rue du Sergent Bauchat";"rue du sergent bauchat";0
"5750";"rue du Sergent Hoff";"rue du sergent hoff";0
"5751";"rue du Sergent Maginot";"rue du sergent maginot";0
"5752";"rue Serpente";"rue serpente";0
"5753";"rue Serpollet";"rue serpollet";0
"5754";"rue Serret";"rue serret";0
"5755";"boulevard Sérurier";"boulevard sérurier";0
"5756";"square Servan";"square servan";0
"5757";"rue Servan";"rue servan";0
"5758";"rue Servandoni";"rue servandoni";0
"5759";"villa Seurat";"villa seurat";0
"5760";"rue Severo";"rue severo";0
"5761";"rue Seveste";"rue seveste";0
"5762";"rue de Sévigné";"rue de sévigné";0
"5763";"route de Sèvres à Neuilly";"route de sèvres à neuilly";0
"5764";"rue Sextius Michel";"rue sextius michel";0
"5765";"rue de Sèze";"rue de sèze";0
"5766";"rue de Sfax";"rue de sfax";0
"5767";"rue de Siam";"rue de siam";0
"5768";"avenue de la Sibelle";"avenue de la sibelle";0
"5769";"rue Sibour";"rue sibour";0
"5770";"rue Sibuet";"rue sibuet";0
"5771";"rue Sidi Brahim";"rue sidi brahim";0
"5772";"passage Sigaud";"passage sigaud";0
"5773";"promenade Signoret Montand";"promenade signoret montand";0
"5774";"avenue Silvestre de Sacy";"avenue silvestre de sacy";0
"5775";"rue Simart";"rue simart";0
"5776";"avenue Simon Bolivar";"avenue simon bolivar";0
"5777";"rue Simon Dereure";"rue simon dereure";0
"5778";"rue Simon Le Franc";"rue simon le franc";0
"5779";"passerelle Simone de Beauvoir";"passerelle simone de beauvoir";0
"5780";"place Simone Michel Lévy";"place simone michel lévy";0
"5781";"rue Simone Weil";"rue simone weil";0
